AffyID	Gene	Symbol	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Ana	Aer	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Aer	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Ana	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Aer	Ana	Ana	Ana	Ana	Ana	Ana	CorrectPvalue	Upperbound	Lowebound
10913_at	YJR120W	---	5.183019091	4.617872766	5.025001987	4.799648314	4.819593441	4.8979073	4.455287959	4.827300069	4.634745138	4.323705698	4.355660906	4.59942867	5.118862605	4.609970086	4.842704744	4.115540944	4.938333975	4.637068699	4.436093728	4.374289035	4.461500206	4.769981359	4.316457206	5.104916138	4.275317164	4.36027767	4.460237991	4.926650525	4.934092972	4.25220733	4.36946439	4.571039226	3.987814172	4.34852464	4.707773243	4.374440676	4.707774568	5.167632502	4.876160195	4.553416723	4.913169802	4.653789953	4.401606098	4.41043378	4.190328505	4.137231763	4.270007086	4.459096022	4.402892068	4.226048906	4.335818365	4.229549932	4.275948963	3.930721539	4.115598704	4.041983593	4.110165603	4.481451496	4.249300989	5.419110401	4.567094778	5.36306196	4.551062528	4.698635555	4.792851917	4.659717099	4.713469056	4.432112644	5.692854905	4.766222939	4.380076792	4.76487106	4.7995215	4.250110178	4.514371885	4.407027734	4.746102367	4.911678784	4.308453058	5.496477625	4.901346258	4.834403544	5.158756217	4.688853758	4.798988325	4.67458347	4.915010418	4.945596701	4.804228308	4.573997027	4.871880504	4.552735794	4.718930207	4.64476111	4.532255672	6.023537121	5.880442117	6.678042318	5.888953246	5.9543543	5.784976943	5.55204249	6.39994044	4.589952499	4.494916946	4.038544169	4.36856024	4.591679058	4.578462062	4.628344047	4.991236703	5.353405976	5.194482273	5.276361435	4.773638243	5.37459856	5.07445577	5.305910055	5.7694216	4.759290241	4.989527747	5.048958747	4.802012377	4.447979023	4.447971884	4.820914269	4.695228626	4.307584226	4.803214997	4.521448177	4.792442783	4.590626689	6.555613569	4.494867294	4.600333215	4.435407173	4.450445736	4.670323304	4.946138831	4.820677819	4.33227728	4.577657224	4.523785556	5.100405206	4.817907829	5.024176484	4.547370424	4.596898598	4.596230494	4.614786099	4.516242001	4.450815215	4.525418263	4.34144065	4.502949267	4.332571032	4.605111623	4.026596475	4.136095143	4.044087361	4.247429774	4.325313155	4.058893631	4.352976763	4.331725134	4.362199349	4.922745274	4.425913365	4.679209664	4.574801972	0.116102	0.115651471	0.116552529
11008_at	YJR034W	PET191	7.764609826	7.161976841	8.813643423	7.649586648	7.234970576	8.473223675	7.943534412	8.466656646	8.466781593	8.19235136	7.749644343	8.418186152	7.849586001	7.79356384	7.715904213	7.842123958	7.745158727	7.933247629	8.774121224	7.289125943	7.29944799	7.98754644	7.562654488	7.615149505	7.828624728	8.093166375	7.899267186	7.937317906	7.586514441	7.4007787	7.209524621	8.134271671	8.403659876	8.430108982	8.10810659	8.311008503	8.028552964	9.059401518	9.266117101	7.945744518	8.910693093	7.711241311	7.637919855	7.655521421	7.657776823	7.940576533	7.572720612	8.527319826	6.673827187	6.851857708	8.368106904	6.45638563	7.26355034	7.9885349	7.462243116	7.400622802	7.436277461	7.063901419	7.464987742	8.733095202	8.070775176	8.192836744	7.755190904	8.127286853	8.076804162	7.961561228	8.204796774	8.739331195	8.636565172	8.864554387	8.451880367	8.35774139	8.524364506	8.774871807	8.838061307	8.910093338	8.310247495	8.485088334	8.298661294	8.346062682	8.584007226	8.208417909	8.867758734	8.29660791	8.374348597	8.107712765	8.364129051	8.606645574	8.34598354	8.194230101	8.471086475	8.669750235	9.055285419	8.612338048	8.640520071	8.271218356	8.319844241	8.234134593	8.371603031	8.495348916	7.774512328	7.699426632	7.937579211	8.312211991	8.215212878	7.11823076	7.380539421	8.082408011	7.94188357	7.631859345	9.316314685	8.754033087	8.445411791	8.579492596	7.925157997	8.159620256	8.503315021	8.287058795	8.747276279	8.324316032	8.635215674	8.563150426	8.351929684	8.1426563	7.975696613	8.030308652	7.913108358	7.354662844	7.811027056	7.31581074	7.378420845	7.695614374	7.631633261	7.741620956	8.555711722	8.574478107	8.522136709	8.445188538	8.705150602	8.476738915	7.926812189	8.070946708	8.143911315	7.375445849	7.831357476	7.42872145	7.667758959	8.811776152	8.79463768	8.594741861	8.675484711	8.916633565	9.037473651	8.771775273	8.663634311	8.305300712	8.477450351	8.080913438	7.615259583	8.036302597	8.043072683	7.75065467	7.470673514	7.852896745	8.354223283	8.595374161	8.738565467	8.628785987	8.405253385	8.431020736	8.25E-06	7.52E-06	8.97E-06
11018_at	YJL003W	COX16	6.480284675	6.355050103	8.090036339	6.655705947	6.380249007	7.596162319	7.01734026	7.534467241	7.755727761	7.1296387	7.174615944	7.638005757	7.304441406	7.12521166	7.177341994	7.282863618	6.694300213	7.078406386	7.872061231	6.968738091	7.188409233	7.988942588	7.361514585	7.614854842	7.620487222	7.555126692	7.141302192	6.792836161	6.075807496	7.15611322	6.280975887	7.031675291	7.187528155	7.210762992	6.806205719	7.725878686	7.09216155	7.714322047	7.685077721	7.04638192	7.85965585	6.736540342	6.586764743	7.27476456	7.2850341	7.276665733	7.020974163	8.752715079	6.793905296	7.02284105	8.1504593	6.764226924	6.496673095	7.314077448	7.09545051	7.361789235	7.330464733	6.65284784	7.089051159	7.394806328	7.402338467	6.840571369	7.016087986	6.977675923	7.293386027	7.247495684	7.365391157	7.887322865	7.601354593	7.967092043	7.591426376	7.49602846	7.768781728	7.426510831	7.738107734	7.685733384	7.686804722	7.216949518	7.26123668	7.414185438	7.507678031	7.299407417	7.980107295	7.166016119	7.448221225	7.504694035	7.629708216	8.045691524	7.410812817	7.200227234	7.476681651	7.31681117	7.65747502	7.553600344	7.232255901	6.63754084	6.70878028	6.181107124	6.494886778	6.817062442	6.762292813	7.068036053	7.310020405	7.386947572	7.849279358	7.056547114	6.979180327	6.577186042	7.612505843	7.317819134	7.905638214	7.478132307	7.304085326	7.303294715	7.323192604	6.94663718	7.365456075	7.263478229	7.387415362	7.421186348	7.643970447	7.14590077	7.379711058	7.81310938	7.567336515	7.274513272	7.503708807	6.76097916	7.000585525	6.598891216	6.425254347	6.282547114	5.614945455	6.699408516	7.154336118	7.419043048	7.197854582	7.112844499	7.569195766	7.201675416	6.946265207	6.888877407	6.97348213	6.783605552	6.812341625	6.998999121	6.826692622	7.15351008	7.498426007	7.477440798	7.373656302	7.734933864	8.100096713	7.61276288	7.952269492	7.406233327	7.563437458	7.358687416	7.351028878	7.771512975	7.63412282	7.210071545	7.088087944	7.125937447	7.508309796	7.771634128	7.611534558	7.747935759	7.516652097	7.249589452	2.11E-08	1.87E-08	2.35E-08
11068_at	YJL045W	---	6.176088356	5.56834652	5.80017089	5.02702804	5.425427413	5.642890906	4.788100267	6.140332243	5.962265453	5.820234294	5.746520985	5.66978214	4.874864133	5.129304863	5.95982502	6.763424854	6.390993142	6.404630684	7.384522423	5.194206181	5.157840167	10.02852246	7.465206155	7.683111679	7.684344329	6.651799201	6.462438633	6.847398728	6.686188703	6.170642363	6.438700216	7.00072342	6.889581668	6.967158807	6.626662314	5.710522136	5.631884512	6.924392695	6.941514946	5.493388269	6.383898309	6.504498521	6.4803157	5.504474114	5.349910149	5.644412472	4.750936058	6.2836905	4.807983852	5.786414628	6.098005251	4.327260025	4.093753768	4.565659013	4.234545772	5.356139584	6.190618495	6.26704358	5.809739066	7.876753345	5.690414022	5.818640715	6.25801476	6.375707609	5.230897481	5.14237831	5.18716902	6.298247734	6.213757089	6.671821547	8.454243682	8.4527445	8.695998162	6.591141657	6.749116952	6.848056767	6.401313204	7.69315245	7.766887169	7.738132465	8.083683976	8.330066692	8.334642371	6.606594574	8.373737377	7.256688579	7.87400527	8.578023911	8.107529647	8.458632505	7.612118764	7.328055804	7.296676089	8.152921617	7.178095428	6.545838823	6.754072149	6.30578379	6.338025533	6.310762814	7.702703042	7.756319534	7.333143182	8.015164406	6.741716807	5.935656502	6.637307238	6.655648209	6.38146837	6.918777031	6.304948402	6.892209099	7.95846792	6.720858628	8.417009304	8.33654213	7.777969794	7.58102029	8.858444262	8.021899194	7.596686375	7.811189644	8.184817237	8.030949579	8.097470165	8.029789832	7.912055026	6.01587731	6.509389443	6.40676641	7.154981099	7.146295562	6.51094958	6.386762155	6.799266803	6.580009924	6.437039831	7.358135211	7.574292659	7.824683218	6.451650185	6.294381628	6.280716401	6.248710153	6.462612596	6.038178362	5.395777696	6.006085464	6.889885934	6.908747639	6.752404198	6.229392961	6.299161851	5.803354274	6.57538994	6.883655515	7.103255282	6.619757649	6.156860329	6.613005722	6.592690541	6.472479811	6.268714529	6.793375451	5.75327011	8.164280953	7.527074872	7.14153436	6.137905619	6.007199314	9.35E-07	8.53E-07	1.02E-06
11217_at	YJL209W	CBP1	6.230686156	6.241384027	6.472200829	6.294244791	6.487671401	6.434824938	6.417344529	6.145252735	6.205051506	5.659532586	5.835748677	6.450111442	6.415362858	6.216856032	5.750586944	6.227673121	6.252702706	6.418273029	5.487560759	6.396234085	6.536262511	4.916057151	5.396929758	5.600772848	5.502191061	5.674519011	5.905302998	5.918555278	6.091737276	5.621048908	5.960442043	6.261814174	6.525627608	6.718847786	6.564546605	5.993753377	5.892549495	6.050136189	6.239610558	5.879959539	6.194731762	5.617675742	5.705781494	5.888063914	6.87992186	5.743206475	6.571432599	5.622914835	6.037182761	6.048489054	5.914115477	5.255068351	5.136484589	5.519787292	5.289159796	5.196949935	5.72366149	5.381936972	5.340691045	5.798922506	5.677546973	5.710748229	6.051978028	6.037181795	7.258090537	7.264555947	7.393322923	5.702963807	6.116165628	6.092844546	5.658534553	5.841794481	5.724742402	6.394658013	6.446576665	6.358524792	6.129671977	5.78284309	5.705624592	5.800197143	5.791120056	6.045858804	5.981174975	5.806725512	5.743559399	5.999867446	6.273622465	6.399114171	6.304231748	5.896844356	5.925638652	6.164408784	6.189233229	5.938763623	6.270126726	6.27567589	6.075412188	6.358787619	6.351602006	6.440688643	5.546340945	5.343590813	6.011810702	5.473741526	5.722545644	5.51228862	5.576652041	6.164371371	5.687714122	5.882845355	6.227679666	5.637058756	5.434070656	6.034254019	5.739820971	5.711662762	5.732422797	6.039752988	5.778352707	5.688131839	6.016417872	5.307981889	5.719239745	5.688815105	5.430617804	5.694032151	5.299311596	6.386053108	6.383503856	6.271306517	6.384035642	6.058240072	5.771213978	5.979028257	6.328460235	6.418411261	6.230192732	6.120781981	6.6277504	6.297831535	6.157944305	6.475305584	6.331737099	6.106241186	6.125928977	5.832234831	6.723051591	6.787711589	6.040424859	5.796812985	5.9231915	6.030825576	6.36165275	6.07921318	6.396955951	5.240032633	5.601171959	5.364126248	5.439042053	5.490568622	5.325105735	5.832034597	5.570777424	5.91844229	5.773226788	5.66101929	6.027663736	5.716053496	5.966253257	5.761614789	0.04438	0.044090374	0.044669626
3983_at	Q0085	COX2	3.137512623	3.406061498	3.277286135	3.55291251	3.409293712	3.100202622	3.399842235	2.837510167	3.747013303	3.451506546	3.916116881	3.117795762	3.125727135	3.024413302	3.102812638	4.873134549	3.169517463	4.105628049	2.866027616	4.363075736	3.899290113	2.730742196	3.606803449	3.315422548	3.164966121	4.197396707	3.522553348	3.407964917	4.020211749	4.016859087	4.349102038	2.918239095	2.744486634	2.67943382	2.795531951	2.626009185	3.329285801	3.179044089	3.789408443	3.402271264	3.341345071	2.901252505	2.812448526	4.765041812	5.797742859	3.501056669	3.796364034	3.715070448	4.318946861	3.04322025	3.58162355	4.117366742	3.585244159	3.069648726	3.262450447	3.377103754	3.34003836	3.616849922	3.609139369	2.687818128	2.591823871	3.159575907	2.388682753	2.895325697	2.761115034	2.668993261	2.560733049	3.013176194	3.284019084	2.790836562	3.112867075	3.000439234	3.094293337	3.165688806	3.329071773	3.055681389	3.519354322	3.136364001	3.192846387	3.262851052	2.935162503	2.748898763	3.049339237	2.989501743	2.960181951	2.566566039	3.160250625	3.038747392	2.991632731	2.625558368	2.787030903	2.994938887	2.725259523	2.74350829	3.054065286	3.169187435	3.061899037	3.090717367	3.219357356	3.099830434	3.25353461	2.884358924	2.786353383	2.773843822	4.271807217	3.888722893	3.560486306	3.847511017	4.072307609	3.182478102	2.93403383	2.835006034	2.967810851	3.19249025	3.272827648	3.088094773	2.680932276	2.831033971	2.794232105	3.304809625	2.7494211	3.104712047	2.815362964	3.393681499	3.476554852	3.650213335	3.537549045	2.742635921	2.915408406	3.073636201	2.744463384	2.939460305	3.206395122	2.542040081	2.841989739	2.860095987	2.818438712	2.955172731	2.684562665	2.756854552	2.730623002	2.76951787	2.740761765	3.222502886	3.322098323	2.865999951	2.639818385	2.908869289	2.925116504	2.904694104	2.916889464	2.769531475	2.826238611	2.744316769	2.786726993	3.254461316	3.171247026	3.334645214	2.787688278	2.792988374	2.927087996	2.781343513	2.837337284	2.70337324	2.581413437	2.618676402	2.521172808	2.709450338	2.598913497	2.658972111	0.031522	0.031276273	0.031767727
3993_at	Q0130	---	3.088887012	3.693152883	3.377217889	3.05004888	2.795569977	2.889689716	2.772729657	2.525733471	2.877726977	2.82580679	3.087425331	2.755409215	3.023763666	2.566155211	2.984188111	2.861907935	2.934262286	2.646034468	2.589809188	2.657621714	2.608650656	2.674767734	2.661171699	2.995651229	2.602327171	2.832383919	3.002298545	3.555286456	3.79132915	2.680127183	2.718158401	2.698473962	2.694393605	2.749173388	3.100154505	2.603769465	2.587542808	2.702595712	2.747819392	2.720892192	2.586499883	2.692882209	2.629860164	2.876365179	2.772188449	3.225263051	3.066481034	2.684411988	2.655982011	2.591827173	2.643684372	2.466012953	2.499078967	2.52054118	2.663283585	2.82421926	2.821333923	2.80161023	2.460351502	3.025932411	2.569143355	2.769822613	2.491664572	3.093441862	2.742508457	2.694355447	2.538442809	2.67834802	2.993834471	2.829883851	2.778469542	2.718969069	2.921891196	2.515931912	2.912892784	2.698763576	2.725725236	2.569458524	2.789473737	2.67812037	2.956452112	2.650296067	2.805766114	2.436810799	3.499908121	2.607043818	2.784799402	2.73385128	2.563970303	2.84769463	2.540754759	2.913703893	2.749409407	2.686252418	2.737140142	2.721669699	2.505863396	2.634151425	2.786291566	2.577803354	2.34065817	2.59037231	2.61887504	2.774226147	2.65086219	2.7328186	2.725643665	3.395294819	2.573261739	2.706801208	2.987265322	2.608583834	2.66161417	3.125684326	2.873882084	2.820115554	2.582183359	2.678345247	2.793420037	2.979397985	2.854995709	2.959590642	3.482343639	3.173432574	3.169786977	2.981303412	3.029133037	2.786263249	2.810068613	2.726333816	2.782517665	2.825687851	2.74781559	2.662475621	2.727843712	2.986069927	2.807605311	2.669289421	2.346491267	2.591249201	2.648663081	2.663326287	2.659202345	2.718986686	2.511269585	2.89097336	2.672694009	2.995543239	2.540468742	2.829421091	2.635853044	2.681794661	2.891444463	2.759966882	2.613452444	2.623341788	2.711074371	2.751964528	2.431324041	2.553095534	2.585151241	2.6185644	2.476418033	2.477006461	2.720000057	2.802901773	2.475316707	2.537653652	2.705069547	2.546828542	0.112832	0.112387041	0.113276959
4128_at	YIL043C	CBR1	11.488513	10.98899265	11.33043291	11.30697158	11.3351994	11.26422982	11.00076102	11.38216397	10.92540838	11.46375271	11.4305239	11.26691822	11.08953662	11.34090898	11.15616412	11.70788672	10.91283321	11.46103961	11.08681759	11.67036724	11.36675266	11.19939617	11.41594981	10.88597391	11.27166179	11.3498258	11.80774308	11.60903261	11.40299604	11.25193976	10.92521186	11.52229694	11.71376806	11.81157872	11.75715925	11.38954062	11.33829693	11.47365188	11.4017954	11.41870596	11.58329201	11.67708302	11.59813301	11.23780628	11.60211749	11.21455955	11.92588047	11.19328504	11.38474463	11.2580461	11.28843014	11.62284087	11.34442419	11.45440099	11.41699803	10.95688337	11.22597318	11.24711992	11.19331837	10.96164988	11.35701364	11.43206214	11.41704267	11.1033983	11.70372777	11.71109968	11.77561662	11.2674304	11.01011951	11.30941684	11.41430279	11.2052383	11.39955907	11.3132916	11.11873348	10.98840713	11.20479114	11.21304132	11.26285359	11.06641867	11.08267305	11.00582789	11.12580774	11.2254143	11.15234753	11.01483249	11.31169218	11.27921962	11.06918913	11.48241421	11.09394747	11.18422512	11.24372382	11.19676403	11.67864987	11.51418688	11.57072931	11.45595076	11.43152424	11.44582078	11.21513939	11.13446913	11.17638972	11.2391644	10.93988138	10.88160712	11.53920084	11.40327071	11.26390354	11.73411659	11.1880618	11.20871355	11.31891247	11.700634	11.50439361	11.54183772	11.21526622	11.31059267	11.50310704	11.62600607	11.66181559	11.55313017	11.179676	11.08985423	11.32612047	11.54482074	11.5063181	11.71380045	11.60987286	11.67145924	11.04520425	11.55484773	11.57716373	11.39245406	11.47394374	11.4191512	11.59906203	11.06118971	10.92955587	11.19833085	11.27266886	11.08831495	11.18935301	11.00823595	11.17804339	11.25778971	11.09380344	11.16673082	11.73772719	11.63128189	11.7177925	11.15652088	10.95782277	10.56355285	10.30580139	11.34630961	11.56379702	11.48743344	11.19159226	11.49537468	11.325654	11.5761232	11.4147682	11.58272454	11.15604786	11.38656708	11.41319844	11.45683869	11.2740879	11.40936654	0.027454	0.027224195	0.027683805
4149_at	YIL070C	MAM33	9.603124652	8.981132553	9.782890355	9.15017123	9.242161718	9.715747886	9.670582785	9.722220431	9.2757979	9.688771334	9.59544846	9.69089796	9.537446049	9.664814978	9.791296959	9.191833545	9.644191758	9.311018043	9.483531905	8.763036709	8.830731444	8.525392468	9.301228506	8.929437676	9.355934224	9.750922227	9.717673288	10.13927174	8.89417932	8.844601673	8.877132447	9.86426741	9.564278603	9.969575894	9.650792108	9.514669402	9.393623415	10.12606815	10.18789577	9.437132839	10.09528453	8.295432106	8.382634185	8.826774629	8.667941075	8.773778006	8.889280294	9.763398195	8.611516005	8.194938682	10.27895547	8.645506842	9.731264123	9.588421851	9.802181259	9.156965215	8.715619031	8.703712447	8.541994099	9.565679612	8.97574997	9.588524824	9.626515431	9.296008101	9.122185639	9.070842782	8.914318064	10.22874162	10.0242633	10.37502574	10.19192877	10.10136131	9.814461662	10.50034238	10.45455933	10.41300005	10.17974864	9.675329201	9.77947708	9.453891826	10.0533085	9.702827551	10.30320744	9.895129152	9.82968421	9.779619167	10.09676456	10.12507349	10.09674651	9.977149961	9.280214297	9.490983009	9.624492632	9.841162649	9.895741489	10.23906897	9.997925763	9.876097691	10.2597275	9.985388712	9.123312969	9.198708509	9.259749383	9.70541277	9.277155796	8.873683937	8.55451683	10.05831433	9.122290565	8.43739796	10.12453945	9.604844148	9.577931418	9.534940718	9.813945745	9.56451412	9.471291528	9.571263333	9.960995688	10.05609318	9.917020837	9.984190999	10.13620767	9.280612923	9.395907367	9.419893202	9.440396218	8.422010506	8.74717811	9.080367997	8.265442803	8.883840539	8.693130561	8.326946248	9.497039748	9.730111143	9.948273629	9.349754271	9.121160492	9.422530097	9.88382814	9.680510555	9.736072594	8.688940085	8.775575616	8.873928057	9.220226262	9.835919417	10.2138939	10.14051526	9.909979853	9.87241177	9.063798979	9.467249927	10.33913516	9.98303121	9.92281529	9.109957684	9.262645737	8.890619237	9.071427341	8.882082888	9.131339066	9.0516854	9.36572265	9.776402517	10.40483193	10.33907034	9.635540996	9.796757694	4.47E-05	4.08E-05	4.85E-05
4409_at	YHR116W	COX23	6.663189467	6.081012645	6.433452077	6.343622256	6.314461615	6.463885288	5.891316377	6.757958374	6.136654871	6.563748361	6.102090347	6.579423444	6.173161521	6.912250518	6.51776134	6.905600129	6.539308968	6.746998797	7.682638675	6.073461528	5.961226486	7.973575116	6.874839253	5.963964973	6.937359813	7.191301873	7.079323812	6.923176284	5.838474268	5.807857974	5.781074032	6.987713324	7.230977462	7.33215187	7.106688976	5.996699828	5.86352255	7.578951842	7.937802283	5.934756734	7.635448889	5.607916328	6.089625368	5.640924542	5.714836105	5.784495869	6.092850675	7.17556482	5.300823299	5.068688006	6.883347035	5.413249072	6.352228679	6.609079427	6.739257297	5.631543108	5.626666095	5.591243258	5.169292481	6.21613257	5.934718597	6.55802053	6.502580668	7.113271781	6.096026502	6.137111648	6.255583251	7.80793755	7.537414035	7.867064451	7.711594089	7.721778873	7.446040223	8.02997972	7.866959582	7.769157485	7.758073806	7.721404515	7.48533722	7.587059496	7.86305241	7.438788942	7.737460173	7.706119539	7.649024034	7.499929896	7.60936116	7.776137817	6.986142624	7.358255323	7.462572044	8.118861255	8.218059591	7.510100316	7.886826479	7.350639388	7.38415949	7.286850475	7.458560903	7.357598716	6.775888937	6.967396317	7.118215495	7.506445327	6.888078726	5.602517068	5.58761123	6.733612077	6.75079728	5.832866652	7.872200952	7.222307177	7.719315093	7.128495193	7.358194828	7.572091646	7.311686565	7.136507639	7.260425993	7.744312826	6.978087378	7.389622736	7.699103358	6.859562864	7.005128334	6.953255623	7.031545175	5.853670106	5.994402386	5.998594717	5.276269412	5.924416569	6.011393659	5.924536715	7.280414552	7.102355894	7.257765346	8.009330767	7.713591554	8.061242107	6.699574036	6.248959431	6.595408476	6.315049616	6.240266239	6.456417091	6.85882429	7.470167196	7.898659245	7.904905766	7.63691806	7.476486192	7.717728578	7.163759754	6.921823922	7.778141014	8.058409584	7.997660149	5.973651383	6.501864884	6.378536766	5.990497594	5.90851968	6.098240785	6.350335642	7.547920723	7.460118293	7.216319533	6.193315606	6.518951459	2.59E-06	2.36E-06	2.82E-06
4448_at	YHR067W	HTD2	6.135274848	6.153381381	6.618935604	6.091225274	5.507358532	6.137189416	6.689616183	6.738352259	6.507741846	6.301050743	6.490461347	6.333812264	6.720603938	6.193733705	6.645939379	7.14888907	6.22231394	6.590242858	7.535800407	6.757911586	7.071388242	6.957705003	7.468067139	7.063174157	7.211554563	6.644476415	7.007386592	6.893395462	7.083999614	7.328349106	7.212257363	7.034016587	7.013182068	7.135592532	6.884776171	7.734238669	7.710082563	6.951784588	6.793488019	7.582463724	6.740997292	7.476119989	7.143982924	6.926353464	6.81865356	6.911530528	6.811558242	7.093037092	6.684996175	6.610326231	7.268306659	6.780521842	7.41585304	7.445875156	7.19450995	7.16568326	7.194613464	7.553012844	7.224206918	6.192670874	7.691667597	6.478373092	7.116181746	6.594259205	7.060858131	7.136518507	7.031372588	7.552848818	7.014493552	7.26047097	7.459493096	7.57310295	7.35800603	7.424197704	7.29351855	7.320897101	7.464564292	7.153393238	7.394491248	7.089826499	7.172223567	7.253130047	7.17792646	7.209402091	6.98043396	7.337298363	6.714108936	7.047670342	6.540864991	7.339406974	7.345971125	7.569912935	7.494297995	7.105901282	7.004352508	6.357848606	6.477910096	6.609313063	6.40443603	6.663588559	6.199599325	6.372312944	6.920924103	6.973753954	6.568312618	7.264749498	7.153312669	6.634356575	6.291890094	6.934447267	6.608146574	6.786343607	6.963123349	6.188281038	6.907880786	6.746957777	6.757957494	6.736679078	6.401239468	7.362893623	6.653866863	7.017805575	6.814838908	6.947617536	6.967002905	7.246336445	7.354745875	7.141223398	6.923377003	7.21604301	7.370578699	7.418823265	6.375141112	7.80875398	7.003052689	6.876060983	6.841365379	7.619150112	7.548052394	7.280095097	7.543627805	7.011235755	7.047480042	7.463400942	7.299769415	7.841383445	6.238670324	6.386588525	6.715789337	6.865190975	7.044267222	6.235853214	5.972603746	6.115449889	4.652725165	6.803570747	6.998052626	6.960739198	7.995016132	7.983164293	7.823259846	6.961961739	6.968391474	7.047150529	7.633945972	7.033438089	6.809268958	7.401785915	7.275866466	7.53660158	6.50E-06	5.93E-06	7.07E-06
4530_at	YHR011W	DIA4	6.544966673	6.513504484	6.503171488	6.798123374	6.549899078	6.525564657	6.99807407	6.347751659	6.208822731	6.133611609	6.291183963	6.67446277	6.352803185	6.641964009	6.50926829	6.912373106	6.302813453	6.443646431	6.076301479	5.745080951	6.069412731	5.654790385	6.817635536	6.462550205	6.872717353	6.582827537	6.703575141	6.701907607	6.09720751	5.841151182	6.052781695	6.397535854	6.155469878	6.085990329	5.900274252	5.536474143	5.814844162	5.911443762	6.186030345	5.908251785	6.290624191	5.962578774	5.807049244	6.243776266	5.72052008	6.156306708	6.066847805	6.270635646	5.098921857	5.031047406	6.103530371	5.366605689	5.928511151	5.754894181	6.255128492	6.225936001	5.584757383	5.568207687	5.63645314	5.90438366	6.164198978	6.215192731	5.95049235	5.399700623	5.668782213	5.528887264	5.788281919	6.652595051	6.497481278	6.38122079	6.184753378	6.342112547	6.356028453	6.299859511	6.046060038	6.138404722	6.401050586	6.577820795	6.209900922	6.44833035	6.567707584	6.154868122	6.251010919	6.732014751	6.098897019	6.198124003	6.224207786	6.14933071	5.964623429	6.408484979	5.936489587	5.832173298	5.902806321	6.034326661	5.954788159	6.111568466	5.832747003	6.227449404	5.759117635	6.160471898	6.589146105	6.682337183	6.674490453	5.734950997	6.591127351	5.882380406	6.097533267	6.771593525	6.234148919	6.127158631	6.40090368	6.586305175	6.481532095	6.382214524	6.361009096	6.70511479	5.996714582	6.121263498	6.654251068	6.367386356	6.690501185	6.367804543	6.258491978	6.417524792	6.553024829	6.567465833	6.657872195	5.763100586	5.564861323	5.489395602	5.532840761	5.559932264	5.88502649	5.748469364	5.945050246	5.800931471	5.953424495	6.122669717	5.946629063	6.123591916	5.643107814	5.741272951	5.336693819	5.560543563	5.238292606	5.455018985	4.700252489	5.556767977	5.979433999	6.087464751	6.325257777	5.375813933	5.069107938	5.717090179	5.765942568	5.355302815	5.117127327	5.460865076	5.061566819	5.411503361	5.290832427	4.977643025	5.085732904	4.833638199	6.230187831	6.11772496	6.822674784	6.770056707	6.122206169	6.183528993	9.35E-05	8.62E-05	0.000100905
